0.149429,0.013073,1.138804,1.132779,1.283889
0.149794,0.00785,1.108408,1.122347,1.336776
0.149977,0.002618,1.100214,1.113375,1.347676
0.149977,0.002618,1.073213,1.10586,1.360877
0.149794,0.00785,1.088111,1.120338,1.376553
0.148882,0.01828,1.041427,1.113111,1.4162
0.148153,0.023465,1.040158,1.111851,1.492169
0.147244,0.028621,1.008963,1.112223,1.521747
0.146156,0.033743,0.99583,1.114294,1.555434
0.143446,0.043856,0.974006,1.123858,1.617055
0.141828,0.048835,0.96529,1.177293,1.696953
0.138076,0.05861,0.972774,1.201162,1.818636
0.133651,0.068099,0.966087,1.235323,2.050782
0.128575,0.077256,0.965761,1.334775,2.320909
0.125801,0.081696,0.968123,1.365132,2.451028
0.119795,0.090272,0.9783,1.431262,3.021971
0.113206,0.098409,1.043141,1.562406,3.76699
0.109703,0.1023,1.05661,1.60661,4.252155
0.1023,0.109703,1.091521,1.74978,5
0.094398,0.116572,1.191805,2.048395,5
0.090272,0.119795,1.222617,2.204794,5
0.081696,0.125801,1.272302,2.663533,5
0.072721,0.131193,1.400822,3.36303,5
0.068099,0.133651,1.482842,3.929113,5
0.05861,0.138076,1.696052,5,5
0.053755,0.140037,1.785192,5,5
0.053755,0.140037,1.766921,5,5
0.053755,0.140037,1.746047,5,5
0.053755,0.140037,1.732839,5,5
0.053755,0.140037,1.722402,5,5
0.053755,0.140037,1.693694,5,5
0.053755,0.140037,1.67282,5,5
0.053755,0.140037,1.677882,5,5
0.053755,0.140037,1.657008,5,5
0.053755,0.140037,1.629303,5,5
0.053755,0.140037,1.608429,5,5
0.053755,0.140037,1.579721,5,5
0.053755,0.140037,1.574347,5,5
0.053755,0.140037,1.563909,5,5
0.053755,0.140037,1.535202,5,5
0.053755,0.140037,1.506494,5,5
0.053755,0.140037,1.496057,5,5
0.053755,0.140037,1.490682,5,5
0.053755,0.140037,1.461975,5,5
0.053755,0.140037,1.498203,5,5
0.053755,0.140037,1.469496,5,5
0.053755,0.140037,1.440788,5,5
0.053755,0.140037,1.44585,5,5
0.053755,0.140037,1.424976,5,5
0.053755,0.140037,1.396269,5,5
0.053755,0.140037,1.385831,5,5
0.053755,0.140037,1.372623,5,5
0.053755,0.140037,1.351749,5,5
0.053755,0.140037,1.333479,5,5
0.053755,0.140037,1.312604,5,5
0.053755,0.140037,1.299396,5,5
0.053755,0.140037,1.288959,5,5
0.053755,0.140037,1.260252,5,5
0.053755,0.140037,1.239377,5,5
0.053755,0.140037,1.221107,5,5
0.053755,0.140037,1.209069,5,5
0.053755,0.140037,1.195861,5,5
0.053755,0.140037,1.185423,5,5
0.053755,0.140037,1.156716,5,5
0.053755,0.140037,1.135842,5,5
0.053755,0.140037,1.117571,5,5
0.053755,0.140037,1.112196,4.931066,5
0.053755,0.140037,1.083489,4.874722,5
0.053755,0.140037,1.073052,4.84655,5
0.043856,0.143446,1.297632,5,5
0.038823,0.144889,1.38789,5,5
0.038823,0.144889,1.378704,5,5
0.038823,0.144889,1.36352,5,5
0.038823,0.144889,1.345147,5,5
0.038823,0.144889,1.33915,5,5
0.038823,0.144889,1.320778,5,5
0.038823,0.144889,1.305594,5,5
0.038823,0.144889,1.299597,5,5
0.038823,0.144889,1.281224,5,5
0.038823,0.144889,1.26604,4.923295,5
0.038823,0.144889,1.256854,4.898827,5
0.038823,0.144889,1.219603,4.869968,5
0.038823,0.144889,1.210417,4.865577,5
0.038823,0.144889,1.195233,4.825275,4.911812
0.038823,0.144889,1.287198,4.796415,4.881812
0.038823,0.144889,1.259133,4.792024,4.866812
